date,home_team,away_team,home_score,away_score,season
2021-11-21,UTSA Roadrunners,Texas A&M-Corpus Christi Islanders,58,77,2022
2021-11-21,Longwood Lancers,Western Carolina Catamounts,53,64,2022
2021-11-21,Marshall Thundering Herd,Jackson State Tigers,80,66,2022
2021-11-21,Nebraska Cornhuskers,Southern Jaguars,82,59,2022
2021-11-21,Virginia Tech Hokies,Merrimack Warriors,72,43,2022
2021-11-21,Denver Pioneers,Houston Christian Huskies,74,61,2022
2021-11-21,Wofford Terriers,Georgia Southern Eagles,70,52,2022
2021-11-21,Florida Gulf Coast Eagles,Eckerd Tritons,99,59,2022
2021-11-21,Iowa State Cyclones,Grambling Tigers,82,47,2022
2021-11-21,NC State Wolfpack,Texas Southern Tigers,65,57,2022
2021-11-21,Indiana Hoosiers,Louisiana Ragin' Cajuns,76,44,2022
2021-11-21,Miami Hurricanes,Florida A&M Rattlers,86,59,2022
2021-11-21,California Baptist Lancers,Northern Colorado Bears,74,70,2022
2021-11-22,Duke Blue Devils,The Citadel Bulldogs,107,81,2022
2021-11-22,Kentucky Wildcats,UAlbany Great Danes,86,61,2022
2021-11-22,USC Trojans,Utah Tech Trailblazers,98,71,2022
2021-11-23,Chattanooga Mocs,Covenant Fighting Scots,100,39,2022
2021-11-23,Towson Tigers,Pennsylvania Quakers,76,61,2022
2021-11-23,New Hampshire Wildcats,Quinnipiac Bobcats,84,69,2022
2021-11-23,Miami (OH) RedHawks,Defiance Yellow Jackets,99,47,2022
2021-11-23,Norfolk State Spartans,Regent Royals,95,20,2022
2021-11-23,Merrimack Warriors,Hartford Hawks,75,60,2022
2021-11-23,North Carolina Central Eagles,Warren Wilson Owls,110,32,2022
2021-11-23,Tennessee Tech Golden Eagles,Lipscomb Bisons,88,77,2022
2021-11-23,IU Indianapolis Jaguars,Spalding Pelicans,61,41,2022
2021-11-23,South Carolina State Bulldogs,South Carolina Upstate Spartans,78,82,2022
2021-11-23,UMBC Retrievers,American University Eagles,98,67,2022
2021-11-23,Marshall Thundering Herd,Louisiana Ragin' Cajuns,93,79,2022
2021-11-23,Maine Black Bears,Central Connecticut Blue Devils,56,64,2022
2021-11-23,Indiana Hoosiers,Jackson State Tigers,70,35,2022
2021-11-23,St. John's Red Storm,St. Francis Brooklyn Terriers,76,70,2022
2021-11-23,South Carolina Gamecocks,Wofford Terriers,85,74,2022
2021-11-23,Lehigh Mountain Hawks,Columbia Lions,79,72,2022
2021-11-23,North Carolina Tar Heels,UNC Asheville Bulldogs,72,53,2022
2021-11-23,Florida Gulf Coast Eagles,Rhode Island Rams,67,66,2022
2021-11-23,Saint Peter's Peacocks,Long Island University Sharks,64,62,2022
2021-11-23,Southern Jaguars,Ecclesia Royals,109,53,2022
2021-11-23,South Dakota Coyotes,Presentation College Saints,99,58,2022
2021-11-23,Oral Roberts Golden Eagles,Rogers State Hillcats,91,31,2022
2021-11-23,Wake Forest Demon Deacons,Kennesaw State Owls,92,61,2022
2021-11-23,Texas Tech Red Raiders,Omaha Mavericks,96,40,2022
2021-11-23,North Alabama Lions,Oakwood Ambassadors,105,50,2022
2021-11-23,Nebraska Cornhuskers,Tennessee State Tigers,79,73,2022
2021-11-23,Seattle U Redhawks,Pacific Lutheran Lutes,89,40,2022
2021-11-23,Stanford Cardinal,North Carolina A&T Aggies,79,65,2022
2021-11-23,San José State Spartans,Northern Colorado Bears,75,74,2022
2021-11-23,Portland State Vikings,Portland Pilots,54,69,2022
2021-11-23,Sacramento State Hornets,UC Davis Aggies,75,63,2022
2021-11-24,BYU Cougars,Texas Southern Tigers,81,64,2022
2021-11-24,Michigan Wolverines,Tarleton State Texans,65,54,2022
2021-11-25,New Orleans Privateers,Presbyterian Blue Hose,66,68,2022
2021-11-26,Purdue Boilermakers,Omaha Mavericks,97,40,2022
2021-11-26,Kentucky Wildcats,North Florida Ospreys,86,52,2022
2021-11-26,Illinois Fighting Illini,UT Rio Grande Valley Vaqueros,94,85,2022
2021-11-26,Tennessee Volunteers,Tennessee Tech Golden Eagles,80,69,2022
2021-11-27,UNLV Rebels,UCLA Bruins,51,73,2022
2021-11-27,St. Bonaventure Bonnies,Northern Iowa Panthers,80,90,2022
2021-11-27,Arizona Wildcats,Sacramento State Hornets,105,59,2022
2021-11-27,Utah Utes,BYU Cougars,64,75,2022
2021-11-28,Arkansas Razorbacks,Pennsylvania Quakers,76,60,2022
2021-11-28,Seton Hall Pirates,Bethune-Cookman Wildcats,84,70,2022
2021-11-28,Florida Gators,Troy Trojans,84,45,2022
2021-11-29,Gonzaga Bulldogs,Tarleton State Texans,64,55,2022
2021-11-29,Kentucky Wildcats,Central Michigan Chippewas,85,57,2022
2021-11-30,Tennessee Volunteers,Presbyterian Blue Hose,86,44,2022
2021-11-30,Houston Cougars,Northwestern State Demons,99,58,2022
2021-11-30,UConn Huskies,Maryland Eastern Shore Hawks,72,63,2022
2021-12-01,UCLA Bruins,Colorado Buffaloes,73,61,2022
2021-12-01,Pennsylvania Quakers,Villanova Wildcats,56,71,2022
2021-12-01,Arkansas Razorbacks,Central Arkansas Bears,97,60,2022
2021-12-01,Oklahoma Sooners,Florida Gators,74,67,2022
2021-12-01,Georgia Bulldogs,Memphis Tigers,82,79,2022
2021-12-01,Iowa State Cyclones,Arkansas-Pine Bluff Golden Lions,83,64,2022
2021-12-01,USC Trojans,Utah Utes,93,73,2022
2021-12-01,Auburn Tigers,UCF Knights,85,68,2022
2021-12-01,Seton Hall Pirates,Wagner Seahawks,85,63,2022
2021-12-03,Purdue Boilermakers,Iowa Hawkeyes,77,70,2022
2021-12-03,Texas Longhorns,UT Rio Grande Valley Vaqueros,88,58,2022
2021-12-03,Houston Cougars,Bryant Bulldogs,111,44,2022
2021-12-04,Baylor Bears,Arkansas-Pine Bluff Golden Lions,99,54,2022
2021-12-04,Villanova Wildcats,Saint Joseph's Hawks,81,52,2022
2021-12-04,Arkansas Razorbacks,Little Rock Trojans,93,78,2022
2021-12-04,Missouri State Bears,BYU Cougars,68,74,2022
2021-12-04,Colorado Buffaloes,Tennessee Volunteers,54,69,2022
2021-12-04,UConn Huskies,Grambling Tigers,88,59,2022
2021-12-04,Ole Miss Rebels,Memphis Tigers,67,63,2022
2021-12-04,Washington State Cougars,USC Trojans,61,63,2022
2021-12-04,Auburn Tigers,Yale Bulldogs,86,64,2022
2021-12-04,Michigan State Spartans,Toledo Rockets,81,68,2022
2021-12-04,Wisconsin Badgers,Marquette Golden Eagles,89,76,2022
2021-12-04,Michigan Wolverines,San Diego State Aztecs,72,58,2022
2021-12-04,Seton Hall Pirates,Alliance University Warriors,113,67,2022
2021-12-05,Oregon State Beavers,Arizona Wildcats,65,90,2022
2021-12-06,Houston Cougars,Alcorn State Braves,77,45,2022
2021-12-06,Florida Gators,Texas Southern Tigers,54,69,2022
2021-12-07,Kansas Jayhawks,UTEP Miners,78,52,2022
2021-12-07,Kentucky Wildcats,Southern Jaguars,76,64,2022
2021-12-07,Arkansas Razorbacks,Charlotte 49ers,86,66,2022
2021-12-07,USC Trojans,Eastern Kentucky Colonels,80,68,2022
2021-12-08,Arizona Wildcats,Wyoming Cowboys,94,65,2022
2021-12-08,Minnesota Golden Gophers,Michigan State Spartans,67,75,2022
2021-12-08,Florida Gators,North Florida Ospreys,85,55,2022
2021-12-08,Ohio State Buckeyes,Towson Tigers,85,74,2022
2021-12-08,Wisconsin Badgers,Indiana Hoosiers,64,59,2022
2021-12-08,BYU Cougars,Utah State Aggies,82,71,2022
2021-12-09,Rutgers Scarlet Knights,Purdue Boilermakers,70,68,2022
2021-12-09,Gonzaga Bulldogs,Merrimack Warriors,80,55,2022
2021-12-09,Iowa State Cyclones,Iowa Hawkeyes,73,53,2022
2021-12-10,Montana Grizzlies,Yellowstone Christian College Centurions,104,43,2022
2021-12-10,Furman Paladins,App State Mountaineers,73,65,2022
2021-12-10,Tennessee State Tigers,IU Indianapolis Jaguars,70,44,2022
2021-12-10,Delaware Blue Hens,Moravian Greyhounds,94,55,2022
2021-12-10,Brown Bears,Vermont Catamounts,65,70,2022
2021-12-10,NJIT Highlanders,Army Black Knights,49,66,2022
2021-12-10,Bellarmine Knights,Midway University Eagles,89,39,2022
2021-12-10,Kansas City Roos,Green Bay Phoenix,64,55,2022
2021-12-10,Memphis Tigers,Murray State Racers,72,74,2022
2021-12-10,Vanderbilt Commodores,Loyola Chicago Ramblers,58,69,2022
2021-12-10,Louisville Cardinals,DePaul Blue Demons,55,62,2022
2021-12-10,North Dakota State Bison,Cal State Northridge Matadors,68,54,2022
2021-12-10,Boise State Broncos,Prairie View A&M Panthers,97,60,2022
2021-12-10,Colorado Buffaloes,Milwaukee Panthers,65,54,2022
2021-12-11,Marquette Golden Eagles,UCLA Bruins,56,67,2022
2021-12-11,Kansas Jayhawks,Missouri Tigers,102,65,2022
2021-12-11,Alabama Crimson Tide,Houston Cougars,83,82,2022
2021-12-11,Notre Dame Fighting Irish,Kentucky Wildcats,66,62,2022
2021-12-11,Illinois Fighting Illini,Arizona Wildcats,79,83,2022
2021-12-11,Tennessee Volunteers,UNC Greensboro Spartans,76,36,2022
2021-12-11,Michigan State Spartans,Penn State Nittany Lions,80,64,2022
2021-12-11,Ohio State Buckeyes,Wisconsin Badgers,73,55,2022
2021-12-12,USC Trojans,Long Beach State Beach,73,62,2022
2021-12-12,Iowa State Cyclones,Jackson State Tigers,47,37,2022
2021-12-13,Chicago State Cougars,Northern Illinois Huskies,59,70,2022
2021-12-13,Princeton Tigers,UMBC Retrievers,89,77,2022
2021-12-13,App State Mountaineers,Erskine Flying Fleet,69,44,2022
2021-12-13,Stetson Hatters,Johnson University Florida Suns,104,58,2022
2021-12-13,Nicholls Colonels,Blue Mountain Christian Toppers,87,69,2022
2021-12-13,Long Island University Sharks,Merchant Marine Academy Mariners,106,48,2022
2021-12-13,George Washington Revolutionaries,Radford Highlanders,67,58,2022
2021-12-13,New Hampshire Wildcats,Keene St Owls,92,54,2022
2021-12-13,Liberty Flames,Carver College Cougars,95,36,2022
2021-12-13,Jacksonville State Gamecocks,LaGrange Panthers,110,80,2022
2021-12-13,Oklahoma State Cowboys,Cleveland State Vikings,98,93,2022
2021-12-13,Milwaukee Panthers,Rhode Island Rams,58,82,2022
2021-12-13,Columbia Lions,Sacred Heart Pioneers,69,79,2022
2021-12-13,Boston College Eagles,UAlbany Great Danes,57,61,2022
2021-12-13,North Dakota State Bison,Indiana State Sycamores,77,70,2022
2021-12-13,Montana Grizzlies,Nelson Lions,118,49,2022
2021-12-13,Portland Pilots,Cal Poly Mustangs,78,77,2022
2021-12-14,Duke Blue Devils,South Carolina State Bulldogs,103,62,2022
2021-12-14,Memphis Tigers,Alabama Crimson Tide,92,78,2022
2021-12-14,Auburn Tigers,North Alabama Lions,70,44,2022
2021-12-14,Houston Cougars,Louisiana Ragin' Cajuns,71,56,2022
2021-12-14,Tennessee Volunteers,South Carolina Upstate Spartans,96,52,2022
2021-12-14,LSU Tigers,Northwestern State Demons,89,49,2022
2021-12-14,Texas Tech Red Raiders,Arkansas State Red Wolves,75,62,2022
2021-12-15,Arizona Wildcats,Northern Colorado Bears,101,76,2022
2021-12-15,USC Trojans,UC Irvine Anteaters,66,61,2022
2021-12-15,Xavier Musketeers,Morehead State Eagles,86,63,2022
2021-12-16,Duke Blue Devils,App State Mountaineers,92,67,2022
2021-12-17,Creighton Bluejays,Villanova Wildcats,79,59,2022
2021-12-18,Oregon Ducks,Baylor Bears,70,78,2022
2021-12-18,Duke Blue Devils,Elon Phoenix,87,56,2022
2021-12-18,Alabama Crimson Tide,Jacksonville State Gamecocks,65,59,2022
2021-12-18,Kansas Jayhawks,Stephen F. Austin Lumberjacks,80,72,2022
2021-12-18,Arizona Wildcats,California Baptist Lancers,84,60,2022
2021-12-18,Saint Louis Billikens,Auburn Tigers,70,74,2022
2021-12-18,UConn Huskies,Providence Friars,53,57,2022
2021-12-18,Xavier Musketeers,Marquette Golden Eagles,80,71,2022
2021-12-19,Iowa State Cyclones,SE Louisiana Lions,77,54,2022
2021-12-20,Baylor Bears,Alcorn State Braves,94,57,2022
2021-12-20,Purdue Boilermakers,Incarnate Word Cardinals,79,59,2022
2021-12-20,Gonzaga Bulldogs,Northern Arizona Lumberjacks,95,49,2022
2021-12-21,Iowa State Cyclones,Chicago State Cougars,79,48,2022
2021-12-21,Villanova Wildcats,Xavier Musketeers,71,58,2022
2021-12-22,Duke Blue Devils,Virginia Tech Hokies,76,65,2022
2021-12-22,Tennessee Volunteers,Arizona Wildcats,77,73,2022
2021-12-22,Auburn Tigers,Murray State Racers,71,58,2022
2021-12-22,Houston Cougars,Texas State Bobcats,80,47,2022
2021-12-22,Texas Longhorns,Alabama State Hornets,68,48,2022
2021-12-22,LSU Tigers,Lipscomb Bisons,95,60,2022
2021-12-22,Kentucky Wildcats,Western Kentucky Hilltoppers,95,60,2022
2021-12-22,Texas Tech Red Raiders,Eastern Washington Eagles,78,46,2022
2021-12-27,Syracuse Orange,Brown Bears,93,62,2022
2021-12-27,Texas A&M Aggies,Dallas Christian Crusaders,102,52,2022
2021-12-28,Baylor Bears,Northwestern State Demons,104,68,2022
2021-12-28,Gonzaga Bulldogs,North Alabama Lions,93,63,2022
2021-12-28,Texas Longhorns,Incarnate Word Cardinals,78,33,2022
2021-12-28,Texas Tech Red Raiders,Alabama State Hornets,75,53,2022
2021-12-29,Purdue Boilermakers,Nicholls Colonels,104,90,2022
2021-12-29,Kansas Jayhawks,Nevada Wolf Pack,88,61,2022
2021-12-29,Michigan State Spartans,High Point Panthers,81,68,2022
2021-12-29,Auburn Tigers,LSU Tigers,70,55,2022
2021-12-29,Alabama Crimson Tide,Tennessee Volunteers,73,68,2022
2021-12-29,Providence Friars,Seton Hall Pirates,70,65,2022
2021-12-29,Kentucky Wildcats,Missouri Tigers,83,56,2022
2021-12-29,Wisconsin Badgers,Illinois State Redbirds,89,85,2022
2021-12-31,Kentucky Wildcats,High Point Panthers,92,48,2022
2022-01-01,Iowa State Cyclones,Baylor Bears,72,77,2022
2022-01-01,Kansas Jayhawks,George Mason Patriots,76,67,2022
2022-01-01,Seton Hall Pirates,Villanova Wildcats,67,73,2022
2022-01-01,Texas Longhorns,West Virginia Mountaineers,74,59,2022
2022-01-01,DePaul Blue Demons,Providence Friars,53,70,2022
2022-01-02,Northwestern Wildcats,Michigan State Spartans,67,73,2022
2022-01-02,Temple Owls,Houston Cougars,61,66,2022
2022-01-02,Nebraska Cornhuskers,Ohio State Buckeyes,79,87,2022
2022-01-03,Purdue Boilermakers,Wisconsin Badgers,69,74,2022
2022-01-03,Arizona Wildcats,Washington Huskies,95,79,2022
2022-01-04,Baylor Bears,Oklahoma Sooners,84,74,2022
2022-01-04,Duke Blue Devils,Georgia Tech Yellow Jackets,69,57,2022
2022-01-04,Oklahoma State Cowboys,Kansas Jayhawks,63,74,2022
2022-01-04,South Carolina Gamecocks,Auburn Tigers,66,81,2022
2022-01-04,Kansas State Wildcats,Texas Longhorns,57,70,2022
2022-01-04,LSU Tigers,Kentucky Wildcats,65,60,2022
2022-01-04,Marquette Golden Eagles,Providence Friars,88,56,2022
2022-01-04,Colorado State Rams,Air Force Falcons,67,59,2022
2022-01-04,Butler Bulldogs,Seton Hall Pirates,56,71,2022
2022-01-05,Michigan State Spartans,Nebraska Cornhuskers,79,67,2022
2022-01-05,Iowa State Cyclones,Texas Tech Red Raiders,51,47,2022
2022-01-05,South Florida Bulls,Houston Cougars,66,83,2022
2022-01-05,Florida Gators,Alabama Crimson Tide,70,83,2022
2022-01-05,Tennessee Volunteers,Ole Miss Rebels,66,60,2022
2022-01-05,Villanova Wildcats,Creighton Bluejays,75,41,2022
2022-01-06,UCLA Bruins,Long Beach State Beach,96,78,2022
2022-01-06,California Golden Bears,USC Trojans,63,77,2022
2022-01-06,Indiana Hoosiers,Ohio State Buckeyes,67,51,2022
2022-01-06,Wisconsin Badgers,Iowa Hawkeyes,87,78,2022
2022-01-07,Butler Bulldogs,Xavier Musketeers,72,87,2022
2022-01-08,TCU Horned Frogs,Baylor Bears,64,76,2022
2022-01-08,Duke Blue Devils,Miami Hurricanes,74,76,2022
2022-01-08,Penn State Nittany Lions,Purdue Boilermakers,67,74,2022
2022-01-08,Gonzaga Bulldogs,Pepperdine Waves,117,83,2022
2022-01-08,California Golden Bears,UCLA Bruins,52,60,2022
2022-01-08,Auburn Tigers,Florida Gators,85,73,2022
2022-01-08,Oklahoma Sooners,Iowa State Cyclones,79,66,2022
2022-01-08,Houston Cougars,Wichita State Shockers,76,66,2022
2022-01-08,Oklahoma State Cowboys,Texas Longhorns,64,51,2022
2022-01-08,Missouri Tigers,Alabama Crimson Tide,92,86,2022
2022-01-08,Providence Friars,St. John's Red Storm,83,73,2022
2022-01-08,Kentucky Wildcats,Georgia Bulldogs,92,77,2022
2022-01-08,LSU Tigers,Tennessee Volunteers,79,67,2022
2022-01-08,DePaul Blue Demons,Villanova Wildcats,64,79,2022
2022-01-08,San Diego State Aztecs,Colorado State Rams,79,49,2022
2022-01-08,Seton Hall Pirates,UConn Huskies,90,87,2022
2022-01-09,Ohio State Buckeyes,Northwestern Wildcats,95,87,2022
2022-01-09,Maryland Terrapins,Wisconsin Badgers,69,70,2022
2022-01-10,Winthrop Eagles,Campbell Fighting Camels,74,72,2022
2022-01-10,UNC Greensboro Spartans,Wofford Terriers,58,54,2022
2022-01-10,Colgate Raiders,Army Black Knights,76,57,2022
2022-01-10,South Carolina State Bulldogs,Morgan State Bears,81,88,2022
2022-01-10,East Tennessee State Buccaneers,Western Carolina Catamounts,87,69,2022
2022-01-10,Loyola Maryland Greyhounds,Bucknell Bison,71,67,2022
2022-01-10,Lehigh Mountain Hawks,Holy Cross Crusaders,77,69,2022
2022-01-10,American University Eagles,Boston University Terriers,53,79,2022
2022-01-10,Lafayette Leopards,Navy Midshipmen,55,69,2022
2022-01-10,IU Indianapolis Jaguars,UIC Flames,65,67,2022
2022-01-10,Bethune-Cookman Wildcats,Southern Jaguars,59,69,2022
2022-01-10,Florida A&M Rattlers,Grambling Tigers,75,66,2022
2022-01-10,Kansas City Roos,Omaha Mavericks,64,61,2022
2022-01-10,North Dakota Fighting Hawks,South Dakota Coyotes,68,75,2022
2022-01-10,Alabama A&M Bulldogs,Jackson State Tigers,60,58,2022
2022-01-10,Texas Southern Tigers,Mississippi Valley State Delta Devils,95,58,2022
2022-01-10,Prairie View A&M Panthers,Arkansas-Pine Bluff Golden Lions,75,58,2022
2022-01-10,Alabama State Hornets,Alcorn State Braves,60,70,2022
2022-01-10,Denver Pioneers,North Dakota State Bison,69,87,2022
2022-01-10,Oregon State Beavers,Oregon Ducks,76,78,2022
2022-01-10,Pepperdine Waves,San Diego Toreros,62,72,2022
2022-01-11,Baylor Bears,Texas Tech Red Raiders,62,65,2022
2022-01-11,Alabama Crimson Tide,Auburn Tigers,77,81,2022
2022-01-11,Stanford Cardinal,USC Trojans,75,69,2022
2022-01-11,Kansas Jayhawks,Iowa State Cyclones,62,61,2022
2022-01-11,Vanderbilt Commodores,Kentucky Wildcats,66,78,2022
2022-01-11,Texas Longhorns,Oklahoma Sooners,66,52,2022
2022-01-11,Tennessee Volunteers,South Carolina Gamecocks,66,46,2022
2022-01-11,Nebraska Cornhuskers,Illinois Fighting Illini,71,81,2022
2022-01-12,Wake Forest Demon Deacons,Duke Blue Devils,64,76,2022
2022-01-12,Michigan State Spartans,Minnesota Golden Gophers,71,69,2022
2022-01-12,Florida Gators,LSU Tigers,58,64,2022
2022-01-12,Xavier Musketeers,Villanova Wildcats,60,64,2022
2022-01-13,Gonzaga Bulldogs,BYU Cougars,110,84,2022
2022-01-13,UCLA Bruins,Oregon Ducks,81,84,2022
2022-01-13,USC Trojans,Oregon State Beavers,81,71,2022
2022-01-13,Arizona Wildcats,Colorado Buffaloes,76,55,2022
2022-01-13,Wisconsin Badgers,Ohio State Buckeyes,78,68,2022
2022-01-13,Texas Tech Red Raiders,Oklahoma State Cowboys,78,57,2022
2022-01-13,DePaul Blue Demons,Seton Hall Pirates,96,92,2022
2022-01-14,Purdue Boilermakers,Nebraska Cornhuskers,92,65,2022
2022-01-14,Illinois Fighting Illini,Michigan Wolverines,68,53,2022
2022-01-15,Baylor Bears,Oklahoma State Cowboys,54,61,2022
2022-01-15,Santa Clara Broncos,Gonzaga Bulldogs,83,115,2022
2022-01-15,UCLA Bruins,Oregon State Beavers,81,65,2022
2022-01-15,Ole Miss Rebels,Auburn Tigers,71,80,2022
2022-01-15,USC Trojans,Oregon Ducks,69,79,2022
2022-01-15,Arizona Wildcats,Utah Utes,82,64,2022
2022-01-15,Duke Blue Devils,NC State Wolfpack,88,73,2022
2022-01-15,Kansas Jayhawks,West Virginia Mountaineers,85,59,2022
2022-01-15,Michigan State Spartans,Northwestern Wildcats,62,64,2022
2022-01-15,Tulsa Golden Hurricane,Houston Cougars,64,66,2022
2022-01-15,LSU Tigers,Arkansas Razorbacks,58,65,2022
2022-01-15,Iowa State Cyclones,Texas Longhorns,79,70,2022
2022-01-15,Xavier Musketeers,Creighton Bluejays,80,73,2022
2022-01-15,Kentucky Wildcats,Tennessee Volunteers,107,79,2022
2022-01-15,Kansas State Wildcats,Texas Tech Red Raiders,62,51,2022
2022-01-15,Marquette Golden Eagles,Seton Hall Pirates,73,72,2022
2022-01-15,Mississippi State Bulldogs,Alabama Crimson Tide,78,76,2022
2022-01-16,Villanova Wildcats,Butler Bulldogs,82,42,2022
2022-01-16,Ohio State Buckeyes,Penn State Nittany Lions,61,56,2022
2022-01-17,Illinois Fighting Illini,Purdue Boilermakers,88,96,2022
2022-01-18,West Virginia Mountaineers,Baylor Bears,68,77,2022
2022-01-18,Florida State Seminoles,Duke Blue Devils,79,78,2022
2022-01-18,Oklahoma Sooners,Kansas Jayhawks,64,67,2022
2022-01-18,Northwestern Wildcats,Wisconsin Badgers,76,82,2022
2022-01-18,Houston Cougars,South Florida Bulls,74,55,2022
2022-01-18,Texas Tech Red Raiders,Iowa State Cyclones,72,60,2022
2022-01-18,Ohio State Buckeyes,IU Indianapolis Jaguars,83,37,2022
2022-01-18,Evansville Purple Aces,Loyola Chicago Ramblers,48,77,2022
2022-01-18,Texas Longhorns,Kansas State Wildcats,65,66,2022
2022-01-18,Vanderbilt Commodores,Tennessee Volunteers,60,68,2022
2022-01-18,UConn Huskies,Butler Bulldogs,76,59,2022
2022-01-19,Auburn Tigers,Georgia Bulldogs,83,60,2022
