date,home_team,away_team,home_score,away_score,season
2018-11-08,Drake Bulldogs,Buena Vista Beavers,98,52,2019
2018-11-08,South Dakota State Jackrabbits,Alabama State Hornets,78,61,2019
2018-11-08,SMU Mustangs,Northwestern State Demons,69,58,2019
2018-11-08,Northwestern Wildcats,New Orleans Privateers,82,52,2019
2018-11-08,Iowa Hawkeyes,Kansas City Roos,77,63,2019
2018-11-08,Illinois Fighting Illini,Evansville Purple Aces,99,60,2019
2018-11-08,Utah Utes,Maine Black Bears,75,61,2019
2018-11-08,Seattle U Redhawks,Puget Sound Loggers,95,67,2019
2018-11-09,Kentucky Wildcats,Southern Illinois Salukis,71,59,2019
2018-11-09,Nevada Wolf Pack,Pacific Tigers,83,61,2019
2018-11-09,Elon Phoenix,North Carolina Tar Heels,67,116,2019
2018-11-09,Auburn Tigers,Washington Huskies,88,66,2019
2018-11-09,West Virginia Mountaineers,Buffalo Bulls,94,99,2019
2018-11-09,Virginia Tech Hokies,Gardner-Webb Runnin' Bulldogs,87,59,2019
2018-11-09,Mississippi State Bulldogs,Austin Peay Governors,95,67,2019
2018-11-09,UCLA Bruins,Long Beach State Beach,91,80,2019
2018-11-09,Clemson Tigers,North Carolina Central Eagles,71,51,2019
2018-11-09,LSU Tigers,UNC Greensboro Spartans,97,91,2019
2018-11-10,Villanova Wildcats,Quinnipiac Bobcats,86,53,2019
2018-11-11,Duke Blue Devils,Army Black Knights,94,72,2019
2018-11-11,Virginia Cavaliers,George Washington Revolutionaries,76,57,2019
2018-11-11,Michigan State Spartans,Florida Gulf Coast Eagles,106,82,2019
2018-11-11,Tulane Green Wave,Florida State Seminoles,69,80,2019
2018-11-11,TCU Horned Frogs,Oral Roberts Golden Eagles,79,62,2019
2018-11-12,North Carolina Tar Heels,Stanford Cardinal,90,72,2019
2018-11-12,Kansas State Wildcats,Denver Pioneers,64,56,2019
2018-11-12,Southern Illinois Salukis,Buffalo Bulls,53,62,2019
2018-11-13,Tennessee Volunteers,Georgia Tech Yellow Jackets,66,53,2019
2018-11-14,Duke Blue Devils,Eastern Michigan Eagles,84,46,2019
2018-11-14,Auburn Tigers,Mississippi College Choctaws,103,52,2019
2018-11-15,Gonzaga Bulldogs,Texas A&M Aggies,94,71,2019
2018-11-15,TCU Horned Frogs,Fresno State Bulldogs,77,69,2019
2018-11-16,Kansas Jayhawks,Louisiana Ragin' Cajuns,89,76,2019
2018-11-16,LSU Tigers,Louisiana Tech Bulldogs,74,67,2019
2018-11-17,Marquette Golden Eagles,Presbyterian Blue Hose,74,55,2019
2018-11-18,Evansville Purple Aces,Texas Southern Tigers,85,63,2019
2018-11-18,UT Arlington Mavericks,UC Davis Aggies,68,59,2019
2018-11-18,North Carolina Central Eagles,Warren Wilson Owls,123,57,2019
2018-11-18,Navy Midshipmen,Bryant Bulldogs,83,79,2019
2018-11-18,Lafayette Leopards,St. Francis Brooklyn Terriers,72,84,2019
2018-11-18,UNC Wilmington Seahawks,Allen Yellow Jackets,113,74,2019
2018-11-18,Delaware Blue Hens,Wilmington (DE) Wildcats,70,40,2019
2018-11-18,Oklahoma Sooners,Wofford Terriers,75,64,2019
2018-11-18,Ohio State Buckeyes,South Carolina State Bulldogs,89,61,2019
2018-11-18,Troy Trojans,Central Arkansas Bears,82,77,2019
2018-11-18,Arkansas Razorbacks,Indiana Hoosiers,73,72,2019
2018-11-18,Kent State Golden Flashes,Alcorn State Braves,79,48,2019
2018-11-18,Brown Bears,Army Black Knights,86,66,2019
2018-11-18,Seattle U Redhawks,Southern Utah Thunderbirds,70,73,2019
2018-11-18,Oklahoma State Cowboys,Charleston Cougars,70,58,2019
2018-11-18,Maryland Terrapins,Mount St. Mary's Mountaineers,92,77,2019
2018-11-18,UAB Blazers,West Alabama Tigers,77,47,2019
2018-11-18,Cleveland State Vikings,Samford Bulldogs,60,73,2019
2018-11-18,Fordham Rams,Columbia Lions,70,69,2019
2018-11-18,Idaho Vandals,Bethesda Flames,87,59,2019
2018-11-18,Kentucky Wildcats,VMI Keydets,92,82,2019
2018-11-18,Michigan State Spartans,Tennessee Tech Golden Eagles,101,33,2019
2018-11-18,Northern Kentucky Norse,Coastal Carolina Chanticleers,89,83,2019
2018-11-18,San Francisco Dons,LIU Brooklyn Liu Brooklyn,84,52,2019
2018-11-18,Hawai'i Rainbow Warriors,Northern Arizona Lumberjacks,85,68,2019
2018-11-19,Delaware State Hornets,St. Elizabeth Eagles,80,47,2019
2018-11-19,Oakland Golden Grizzlies,Defiance Yellow Jackets,91,47,2019
2018-11-19,East Tennessee State Buccaneers,Chicago State Cougars,86,61,2019
2018-11-19,UNC Greensboro Spartans,Prairie View A&M Panthers,74,66,2019
2018-11-19,Marshall Thundering Herd,North Carolina A&T Aggies,95,71,2019
2018-11-19,Cincinnati Bearcats,Western Michigan Broncos,78,52,2019
2018-11-19,Charlotte 49ers,Longwood Lancers,42,39,2019
2018-11-19,Stetson Hatters,Robert Morris Colonials,72,81,2019
2018-11-19,Colgate Raiders,Binghamton Bearcats,76,68,2019
2018-11-19,UAlbany Great Danes,SUNY-Oneonta Red Dragons,79,62,2019
2018-11-19,Massachusetts Minutemen,Arkansas-Pine Bluff Golden Lions,92,60,2019
2018-11-19,Rider Broncs,Coppin State Eagles,87,67,2019
2018-11-19,East Carolina Pirates,UT Rio Grande Valley Vaqueros,69,64,2019
2018-11-19,Florida State Seminoles,Canisius Golden Griffins,93,61,2019
2018-11-19,Rutgers Scarlet Knights,Eastern Michigan Eagles,63,36,2019
2018-11-19,Detroit Mercy Titans,Loyola Maryland Greyhounds,91,63,2019
2018-11-19,Charleston Southern Buccaneers,Trinity College of Jacksonville Eagles,98,49,2019
2018-11-19,Lamar Cardinals,Arlington Baptist Patriots,105,40,2019
2018-11-19,Oral Roberts Golden Eagles,Ecclesia Royals,109,72,2019
2018-11-19,Southern Illinois Salukis,Howard Bison,83,69,2019
2018-11-19,South Alabama Jaguars,Southeast Missouri State Redhawks,79,58,2019
2018-11-19,Tulsa Golden Hurricane,Little Rock Trojans,88,78,2019
2018-11-19,Houston Cougars,Northwestern State Demons,82,55,2019
2018-11-19,Vanderbilt Commodores,Liberty Flames,79,70,2019
2018-11-19,North Carolina Tar Heels,Saint Francis Red Flash,101,76,2019
2018-11-19,UTEP Miners,Eastern New Mexico Greyhounds,66,59,2019
2018-11-19,Washington State Cougars,Cal Poly Mustangs,84,70,2019
2018-11-19,Idaho State Bengals,Bethesda Flames,115,60,2019
2018-11-19,Nevada Wolf Pack,California Baptist Lancers,90,55,2019
2018-11-19,Portland Pilots,Lewis & Clark Pioneers,77,57,2019
2018-11-19,UCLA Bruins,Presbyterian Blue Hose,80,65,2019
2018-11-20,TCU Horned Frogs,Lipscomb Bisons,64,73,2019
2018-11-21,Iowa Hawkeyes,Alabama State Hornets,105,78,2019
2018-11-21,Buffalo Bulls,Dartmouth Big Green,110,71,2019
2018-11-22,Pacific Tigers,UC Riverside Highlanders,74,54,2019
2018-11-23,Michigan Wolverines,Chattanooga Mocs,83,55,2019
2018-11-23,Purdue Boilermakers,Robert Morris Colonials,84,46,2019
2018-11-24,Kansas State Wildcats,Lehigh Mountain Hawks,77,58,2019
2018-11-24,Virginia Tech Hokies,Saint Francis Red Flash,75,37,2019
2018-11-25,Morgan State Bears,Mount St. Mary's Mountaineers,78,68,2019
2018-11-25,Central Michigan Chippewas,Siena Heights Saints,103,75,2019
2018-11-25,Duquesne Dukes,UMass Lowell River Hawks,83,71,2019
2018-11-25,Columbia Lions,St. Joseph's (NY) Bears,85,38,2019
2018-11-25,Vermont Catamounts,Bucknell Bison,61,69,2019
2018-11-25,Liberty Flames,Savannah State Tigers,82,56,2019
2018-11-25,Fordham Rams,Alabama A&M Bulldogs,77,46,2019
2018-11-25,Quinnipiac Bobcats,Maine Black Bears,58,50,2019
2018-11-25,Illinois Fighting Illini,Mississippi Valley State Delta Devils,86,67,2019
2018-11-25,Morehead State Eagles,Lipscomb Bisons,55,87,2019
2018-11-25,Southern Miss Golden Eagles,William Carey Crusaders,72,78,2019
2018-11-25,SIU Edwardsville Cougars,Incarnate Word Cardinals,80,68,2019
2018-11-25,Fairleigh Dickinson Knights,Lafayette Leopards,76,80,2019
2018-11-25,Oakland Golden Grizzlies,Northern Illinois Huskies,72,92,2019
2018-11-25,Florida Atlantic Owls,Florida Gulf Coast Eagles,85,68,2019
2018-11-25,Wichita State Shockers,Rice Owls,90,61,2019
2018-11-25,Bowling Green Falcons,Drexel Dragons,81,71,2019
2018-11-25,UNC Asheville Bulldogs,Furman Paladins,51,65,2019
2018-11-25,Central Connecticut Blue Devils,Pine Manor,88,59,2019
2018-11-25,Cleveland State Vikings,Purdue Fort Wayne Mastodons,79,82,2019
2018-11-25,Long Beach State Beach,Oregon State Beavers,72,75,2019
2018-11-25,Stephen F. Austin Lumberjacks,St. Edward's Hilltoppers,73,60,2019
2018-11-25,Brown Bears,Bryant Bulldogs,84,60,2019
2018-11-25,Seattle U Redhawks,Longwood Lancers,70,50,2019
2018-11-25,Towson Tigers,Loyola Maryland Greyhounds,85,69,2019
2018-11-25,Richmond Spiders,Hampton Pirates,66,86,2019
2018-11-25,USC Trojans,Cal State Bakersfield Roadrunners,90,75,2019
2018-11-25,Samford Bulldogs,South Carolina State Bulldogs,77,60,2019
2018-11-26,Gonzaga Bulldogs,North Dakota State Bison,102,60,2019
2018-11-26,Oregon Ducks,Texas Southern Tigers,84,89,2019
2018-11-26,Mississippi State Bulldogs,Alcorn State Braves,88,65,2019
2018-11-27,Saint Francis Red Flash,Bloomsburg Huskies,113,59,2019
2018-11-27,Sacred Heart Pioneers,Hartford Hawks,98,89,2019
2018-11-27,St. John's Red Storm,Maryland Eastern Shore Hawks,85,64,2019
2018-11-27,Southern Jaguars,Wiley Wildcats,74,65,2019
2018-11-27,Wright State Raiders,Cedarville Yellow Jackets,58,39,2019
2018-11-27,Abilene Christian Wildcats,Howard Payne Yellow Jackets,90,53,2019
2018-11-27,Cincinnati Bearcats,Arkansas-Pine Bluff Golden Lions,105,49,2019
2018-11-27,UNC Greensboro Spartans,Greensboro College Pride,111,33,2019
2018-11-27,Mercer Bears,Brewton Parker Wildcats,90,65,2019
2018-11-27,Chattanooga Mocs,Hiwassee Tigers,95,62,2019
2018-11-27,The Citadel Bulldogs,High Point Panthers,112,87,2019
2018-11-27,Georgia Southern Eagles,East Tennessee State Buccaneers,64,69,2019
2018-11-27,VMI Keydets,American University Eagles,64,74,2019
2018-11-27,Norfolk State Spartans,Stony Brook Seawolves,73,79,2019
2018-11-27,Ball State Cardinals,Tiffin Dragons,108,62,2019
2018-11-27,Ohio Bobcats,Iona Gaels,89,65,2019
2018-11-27,Elon Phoenix,Central Penn Knights,92,59,2019
2018-11-27,Davidson Wildcats,Charlotte 49ers,76,56,2019
2018-11-27,UConn Huskies,UMass Lowell River Hawks,97,75,2019
2018-11-27,UNC Wilmington Seahawks,East Carolina Pirates,95,86,2019
2018-11-27,Florida Gators,North Florida Ospreys,98,66,2019
2018-11-27,Georgia Bulldogs,Kennesaw State Owls,84,51,2019
2018-11-27,Wake Forest Demon Deacons,Western Carolina Catamounts,71,64,2019
2018-11-27,Penn State Nittany Lions,Virginia Tech Hokies,63,62,2019
2018-11-27,Notre Dame Fighting Irish,Illinois Fighting Illini,76,74,2019
2018-11-27,Southeast Missouri State Redhawks,Missouri S&T Miners,72,69,2019
2018-11-27,Delaware State Hornets,Pennsylvania Quakers,48,76,2019
2018-11-27,Northwestern State Demons,UL Monroe Warhawks,52,80,2019
2018-11-27,Louisville Cardinals,Michigan State Spartans,82,78,2019
2018-11-27,Morehead State Eagles,Northern Kentucky Norse,71,93,2019
2018-11-27,Loyola Chicago Ramblers,Nevada Wolf Pack,65,79,2019
2018-11-27,Drake Bulldogs,Boise State Broncos,83,74,2019
2018-11-27,Tulsa Golden Hurricane,UT Arlington Mavericks,72,58,2019
2018-11-27,SMU Mustangs,Lamar Cardinals,79,65,2019
2018-11-27,Oklahoma Sooners,North Texas Mean Green,73,57,2019
2018-11-27,Baylor Bears,South Dakota Coyotes,63,57,2019
2018-11-27,Marquette Golden Eagles,Charleston Southern Buccaneers,76,55,2019
2018-11-27,Vanderbilt Commodores,Savannah State Tigers,120,85,2019
2018-11-27,Providence Friars,Fairleigh Dickinson Knights,69,59,2019
2018-11-27,Colorado State Rams,Southern Illinois Salukis,67,82,2019
2018-11-27,Weber State Wildcats,Benedictine Mesa Redhawks,100,61,2019
2018-11-27,Montana State Bobcats,North Dakota Fighting Hawks,81,76,2019
2018-11-27,Washington Huskies,Eastern Washington Eagles,83,59,2019
2018-11-27,Missouri Tigers,Temple Owls,77,79,2019
2018-11-27,Wisconsin Badgers,NC State Wolfpack,79,75,2019
2018-11-27,Iowa Hawkeyes,Pittsburgh Panthers,69,68,2019
2018-11-27,Duke Blue Devils,Indiana Hoosiers,90,69,2019
2018-11-27,Idaho Vandals,West Coast Baptist Eagles,98,44,2019
2018-11-27,San Diego State Aztecs,Jackson State Tigers,87,44,2019
2018-11-27,Washington State Cougars,Cal State Northridge Matadors,103,94,2019
2018-11-28,Tennessee Volunteers,Eastern Kentucky Colonels,95,67,2019
2018-11-28,Auburn Tigers,Saint Peter's Peacocks,99,49,2019
2018-11-28,Kentucky Wildcats,Monmouth Hawks,90,44,2019
2018-11-29,Norfolk State Spartans,Hampton Pirates,94,89,2019
2018-11-29,Campbell Fighting Camels,Trinity College of Jacksonville Eagles,79,29,2019
2018-11-29,James Madison Dukes,Coppin State Eagles,81,71,2019
2018-11-29,UCF Knights,Alabama Crimson Tide,70,64,2019
2018-11-29,Boston College Eagles,Sacred Heart Pioneers,81,73,2019
2018-11-29,Samford Bulldogs,Belmont Bruins,93,99,2019
2018-11-29,North Carolina A&T Aggies,Central Connecticut Blue Devils,72,60,2019
2018-11-29,Alabama A&M Bulldogs,UAB Blazers,57,67,2019
2018-11-29,North Florida Ospreys,Florida A&M Rattlers,81,62,2019
2018-11-29,SMU Mustangs,McNeese Cowboys,91,59,2019
2018-11-29,Chicago State Cougars,East West Phantoms,90,67,2019
2018-11-29,Troy Trojans,Austin Peay Governors,74,79,2019
2018-11-29,Texas Southern Tigers,Huston-Tillotson Rams,81,76,2019
2018-11-29,Southern Utah Thunderbirds,San Diego Christian Hawks,111,64,2019
2018-11-29,Arizona Wildcats,Georgia Southern Eagles,100,70,2019
2018-11-29,Idaho State Bengals,Montana-Western Bulldogs,74,66,2019
2018-11-29,Loyola Marymount Lions,Bethesda Flames,106,50,2019
2018-11-29,UC Santa Barbara Gauchos,Sacramento State Hornets,75,58,2019
2018-11-29,UC Davis Aggies,Northern Arizona Lumberjacks,73,57,2019
2018-11-29,UC Riverside Highlanders,California Baptist Lancers,70,80,2019
2018-11-29,Santa Clara Broncos,Jackson State Tigers,81,70,2019
2018-11-30,Rutgers Scarlet Knights,Michigan State Spartans,67,78,2019
2018-11-30,Texas Longhorns,Radford Highlanders,59,62,2019
2018-11-30,Dayton Flyers,Mississippi State Bulldogs,58,65,2019
2018-12-01,Creighton Bluejays,Gonzaga Bulldogs,92,103,2019
2018-12-01,Kansas Jayhawks,Stanford Cardinal,90,84,2019
2018-12-01,Duke Blue Devils,Stetson Hatters,113,49,2019
2018-12-01,USC Trojans,Nevada Wolf Pack,61,73,2019
2018-12-01,Michigan Wolverines,Purdue Boilermakers,76,57,2019
2018-12-01,Kentucky Wildcats,UNC Greensboro Spartans,78,61,2019
2018-12-01,Marquette Golden Eagles,Kansas State Wildcats,83,71,2019
2018-12-01,Virginia Tech Hokies,Central Connecticut Blue Devils,94,40,2019
2018-12-01,Houston Cougars,Oregon Ducks,65,61,2019
2018-12-01,La Salle Explorers,Villanova Wildcats,78,85,2019
2018-12-01,Maryland Terrapins,Penn State Nittany Lions,66,59,2019
2018-12-02,Tennessee Volunteers,Texas A&M-Corpus Christi Islanders,79,51,2019
2018-12-02,Ohio State Buckeyes,Minnesota Golden Gophers,79,59,2019
2018-12-03,Virginia Cavaliers,Morgan State Bears,83,45,2019
2018-12-03,Michigan State Spartans,Iowa Hawkeyes,90,68,2019
2018-12-03,Florida State Seminoles,Troy Trojans,83,67,2019
2018-12-03,Wisconsin Badgers,Rutgers Scarlet Knights,69,64,2019
2018-12-04,Kansas Jayhawks,Wofford Terriers,72,47,2019
2018-12-04,Northwestern Wildcats,Michigan Wolverines,60,62,2019
2018-12-04,Auburn Tigers,UNC Asheville Bulldogs,67,41,2019
2018-12-04,Mississippi State Bulldogs,McNeese Cowboys,90,77,2019
2018-12-04,Elon Phoenix,Furman Paladins,77,98,2019
2018-12-05,Gonzaga Bulldogs,Washington Huskies,81,79,2019
2018-12-05,Duke Blue Devils,Hartford Hawks,84,54,2019
2018-12-05,Texas Tech Red Raiders,Arkansas-Pine Bluff Golden Lions,65,47,2019
2018-12-05,North Carolina Tar Heels,UNC Wilmington Seahawks,97,69,2019
2018-12-05,Virginia Tech Hokies,VMI Keydets,89,68,2019
2018-12-05,Buffalo Bulls,Le Moyne Dolphins,89,55,2019
2018-12-05,Villanova Wildcats,Temple Owls,69,59,2019
2018-12-05,Minnesota Golden Gophers,Nebraska Cornhuskers,85,78,2019
2018-12-06,Purdue Boilermakers,Maryland Terrapins,62,60,2019
2018-12-07,Longwood Lancers,Frostburg State Bobcats,68,65,2019
2018-12-07,Columbia Lions,Bryant Bulldogs,90,68,2019
2018-12-07,UMass Lowell River Hawks,Maine-Fort Kent Bengals,110,63,2019
2018-12-07,Elon Phoenix,UNC Greensboro Spartans,74,75,2019
2018-12-07,George Mason Patriots,James Madison Dukes,66,53,2019
2018-12-07,Providence Friars,Massachusetts Minutemen,78,79,2019
2018-12-07,Missouri Tigers,Oral Roberts Golden Eagles,80,64,2019
2018-12-07,Stephen F. Austin Lumberjacks,Louisiana Tech Bulldogs,93,96,2019
2018-12-07,South Dakota State Jackrabbits,Southern Jaguars,101,92,2019
2018-12-07,Santa Clara Broncos,Idaho State Bengals,66,68,2019
2018-12-08,Duke Blue Devils,Yale Bulldogs,91,58,2019
2018-12-08,Auburn Tigers,Dayton Flyers,82,72,2019
2018-12-08,Florida Gators,Michigan State Spartans,59,63,2019
2018-12-08,Marquette Golden Eagles,Wisconsin Badgers,74,69,2019
2018-12-08,Tulsa Golden Hurricane,Kansas State Wildcats,47,46,2019
2018-12-08,St. Bonaventure Bonnies,Buffalo Bulls,62,80,2019
2018-12-08,Villanova Wildcats,Saint Joseph's Hawks,70,58,2019
2018-12-08,Nebraska Cornhuskers,Creighton Bluejays,94,75,2019
2018-12-08,South Carolina Upstate Spartans,Furman Paladins,60,74,2019
2018-12-09,Virginia Cavaliers,VCU Rams,57,49,2019
2018-12-09,Virginia Tech Hokies,South Carolina State Bulldogs,81,44,2019
2018-12-10,Dartmouth Big Green,Sacred Heart Pioneers,82,73,2019
2018-12-10,Marshall Thundering Herd,Morehead State Eagles,76,64,2019
2018-12-10,Maine Black Bears,Maine-Machias Clippers,98,43,2019
2018-12-10,Manhattan Jaspers,Hofstra Pride,50,80,2019
2018-12-10,Arkansas-Pine Bluff Golden Lions,Champion Christian Tigers,84,51,2019
2018-12-10,Saint Mary's Gaels,Cal State Fullerton Titans,81,66,2019
2018-12-10,Pacific Tigers,Long Beach State Beach,74,68,2019
2018-12-11,Pennsylvania Quakers,Villanova Wildcats,78,75,2019
2018-12-11,Furman Paladins,Charleston Southern Buccaneers,77,69,2019
2018-12-12,Texas Tech Red Raiders,Northwestern State Demons,79,44,2019
2018-12-12,Houston Cougars,LSU Tigers,82,76,2019
2018-12-13,Wisconsin Badgers,Savannah State Tigers,101,60,2019
2018-12-14,Georgia Southern Eagles,Brewton Parker Wildcats,101,64,2019
2018-12-14,George Washington Revolutionaries,Howard Bison,70,64,2019
2018-12-14,DePaul Blue Demons,UIC Flames,90,70,2019
2018-12-14,Houston Christian Huskies,Arlington Baptist Patriots,107,70,2019
2018-12-14,North Dakota Fighting Hawks,Mayville St Comets,83,66,2019
2018-12-14,Arkansas State Red Wolves,Florida Atlantic Owls,75,71,2019
2018-12-14,Creighton Bluejays,Green Bay Phoenix,86,65,2019
2018-12-15,Kansas Jayhawks,Villanova Wildcats,74,71,2019
2018-12-15,Memphis Tigers,Tennessee Volunteers,92,102,2019
2018-12-15,North Carolina Tar Heels,Gonzaga Bulldogs,103,90,2019
2018-12-15,Michigan Wolverines,Western Michigan Broncos,70,62,2019
2018-12-15,Nevada Wolf Pack,South Dakota State Jackrabbits,72,68,2019
2018-12-15,Texas Tech Red Raiders,Abilene Christian Wildcats,82,48,2019
2018-12-15,Ohio State Buckeyes,Bucknell Bison,73,71,2019
2018-12-15,Mississippi State Bulldogs,Cincinnati Bearcats,70,59,2019
2018-12-15,Kentucky Wildcats,Utah Utes,88,61,2019
2018-12-15,Georgia Bulldogs,Arizona State Sun Devils,74,76,2019
2018-12-15,Furman Paladins,UNC Wilmington Seahawks,93,50,2019
2018-12-15,Syracuse Orange,Old Dominion Monarchs,62,68,2019
2018-12-15,Kansas State Wildcats,Georgia State Panthers,71,59,2019
2018-12-16,Michigan State Spartans,Green Bay Phoenix,104,83,2019
2018-12-16,Houston Cougars,Saint Louis Billikens,68,64,2019
2018-12-17,Florida State Seminoles,Southeast Missouri State Redhawks,85,68,2019
2018-12-17,Vanderbilt Commodores,Arizona State Sun Devils,81,65,2019
2018-12-18,Kansas Jayhawks,South Dakota Coyotes,89,53,2019
2018-12-18,Duke Blue Devils,Princeton Tigers,101,50,2019
2018-12-18,Gonzaga Bulldogs,UT Arlington Mavericks,89,55,2019
2018-12-18,Syracuse Orange,Buffalo Bulls,59,71,2019
2018-12-18,Ohio State Buckeyes,Youngstown State Penguins,75,56,2019
2018-12-18,Marquette Golden Eagles,North Dakota Fighting Hawks,92,66,2019
2018-12-18,Iowa Hawkeyes,Western Carolina Catamounts,78,60,2019
2018-12-19,Tennessee Volunteers,Samford Bulldogs,83,70,2019
2018-12-19,South Carolina Gamecocks,Virginia Cavaliers,52,69,2019
2018-12-19,NC State Wolfpack,Auburn Tigers,78,71,2019
2018-12-19,Florida State Seminoles,North Florida Ospreys,95,81,2019
2018-12-19,Virginia Tech Hokies,North Carolina A&T Aggies,82,60,2019
2018-12-19,Mississippi State Bulldogs,Wofford Terriers,98,87,2019
2018-12-19,Indiana Hoosiers,Central Arkansas Bears,86,53,2019
2018-12-20,Houston Cougars,Utah State Aggies,60,50,2019
2018-12-21,Gonzaga Bulldogs,Denver Pioneers,101,40,2019
2018-12-21,Michigan State Spartans,Oakland Golden Grizzlies,99,69,2019
2018-12-21,Marquette Golden Eagles,Buffalo Bulls,103,85,2019
2018-12-21,LSU Tigers,Furman Paladins,75,57,2019
2018-12-22,Arizona State Sun Devils,Kansas Jayhawks,80,76,2019
2018-12-22,Tennessee Volunteers,Wake Forest Demon Deacons,83,64,2019
2018-12-22,Michigan Wolverines,Air Force Falcons,71,50,2019
2018-12-22,Virginia Cavaliers,William & Mary Tribe,72,40,2019
2018-12-22,Nevada Wolf Pack,Akron Zips,68,62,2019
2018-12-22,Auburn Tigers,Murray State Racers,93,88,2019
2018-12-22,Wisconsin Badgers,Grambling Tigers,84,53,2019
2018-12-22,Indiana Hoosiers,Jacksonville Dolphins,94,64,2019
2018-12-22,Iowa Hawkeyes,Savannah State Tigers,110,64,2019
2018-12-22,Nebraska Cornhuskers,Cal State Fullerton Titans,86,62,2019
2018-12-23,Houston Cougars,Coppin State Eagles,75,44,2019
2018-12-25,Hawai'i Rainbow Warriors,Rhode Island Rams,68,60,2019
2018-12-27,Creighton Bluejays,Kansas City Roos,89,53,2019
2018-12-28,Gonzaga Bulldogs,North Alabama Lions,96,51,2019
2018-12-28,Virginia Tech Hokies,Maryland Eastern Shore Hawks,85,40,2019
2018-12-28,Texas Tech Red Raiders,UT Rio Grande Valley Vaqueros,71,46,2019
2018-12-28,Marquette Golden Eagles,Southern Jaguars,84,41,2019
2018-12-28,NC State Wolfpack,Loyola Maryland Greyhounds,97,64,2019
2018-12-29,Tennessee Volunteers,Tennessee Tech Golden Eagles,96,53,2019
2018-12-29,Kansas Jayhawks,Eastern Michigan Eagles,87,63,2019
2018-12-29,Utah Utes,Nevada Wolf Pack,71,86,2019
2018-12-29,Michigan State Spartans,Northern Illinois Huskies,88,60,2019
2018-12-29,Auburn Tigers,North Florida Ospreys,95,49,2019
2018-12-29,Ohio State Buckeyes,High Point Panthers,82,64,2019
2018-12-29,North Carolina Tar Heels,Davidson Wildcats,82,60,2019
2018-12-29,Western Kentucky Hilltoppers,Wisconsin Badgers,83,76,2019
2018-12-29,Louisville Cardinals,Kentucky Wildcats,58,71,2019
2018-12-29,Arizona State Sun Devils,Princeton Tigers,66,67,2019
2018-12-29,Mississippi State Bulldogs,BYU Cougars,103,81,2019
2018-12-29,Canisius Golden Griffins,Buffalo Bulls,72,87,2019
2018-12-29,Houston Cougars,NJIT Highlanders,80,59,2019
2018-12-29,Iowa Hawkeyes,Bryant Bulldogs,72,67,2019
2018-12-30,Michigan Wolverines,Binghamton Bearcats,74,52,2019
2018-12-31,Virginia Cavaliers,Marshall Thundering Herd,100,64,2019
2018-12-31,Gonzaga Bulldogs,Cal State Bakersfield Roadrunners,89,54,2019
2019-01-01,Florida State Seminoles,Winthrop Eagles,87,76,2019
2019-01-01,Virginia Tech Hokies,Notre Dame Fighting Irish,81,66,2019
2019-01-01,St. John's Red Storm,Marquette Golden Eagles,89,69,2019
2019-01-02,Kansas Jayhawks,Oklahoma Sooners,70,63,2019
2019-01-02,Nevada Wolf Pack,Utah State Aggies,72,49,2019
2019-01-02,Michigan State Spartans,Northwestern Wildcats,81,55,2019
